Latitude,Longitude,DateGMT,TimeGMT
-27.2010867,-109.4527767,24/11/2017,23:29:14
-27.20136,-109.4528833,24/11/2017,23:33:33
-27.2010683,-109.452815,24/11/2017,23:37:53
-27.2011883,-109.452775,24/11/2017,23:42:16
-27.2009267,-109.4532083,24/11/2017,23:46:35
-27.2009567,-109.4531267,24/11/2017,23:50:54
-27.2011733,-109.45309,24/11/2017,23:55:18
-27.20114,-109.4527617,24/11/2017,23:59:57
-27.200715,-109.452695,25/11/2017,00:04:15
-27.201245,-109.4526083,25/11/2017,00:08:36
-27.2011567,-109.4528183,25/11/2017,00:13:02
-27.2013717,-109.4529733,25/11/2017,00:17:21
-27.2006967,-109.45261,25/11/2017,00:21:39
-27.2010783,-109.4528017,25/11/2017,00:25:57
-27.2010167,-109.452845,25/11/2017,00:30:19
-27.2013733,-109.4526367,25/11/2017,00:34:35
-27.2010767,-109.4527733,25/11/2017,00:38:50
-27.2010583,-109.4528583,25/11/2017,00:43:08
-27.20106,-109.45283,25/11/2017,00:47:23
-27.2010933,-109.45282,25/11/2017,00:51:38
-27.2010667,-109.4528717,25/11/2017,00:55:56
-27.2010817,-109.4525083,25/11/2017,01:00:14
-27.2011467,-109.45261,25/11/2017,01:04:32
-27.2011117,-109.452635,25/11/2017,01:08:47
-27.2010917,-109.4527483,25/11/2017,01:13:03
-27.201085,-109.4527333,25/11/2017,01:17:20
-27.201075,-109.4527,25/11/2017,01:21:48
-27.2010667,-109.4527017,25/11/2017,01:26:04
-27.2012767,-109.4532317,25/11/2017,01:30:27
-27.2010417,-109.4526683,25/11/2017,01:34:47
-27.2009683,-109.452455,25/11/2017,01:39:06
-27.2014883,-109.453645,25/11/2017,01:43:23
-27.2010917,-109.4528167,25/11/2017,01:47:41
-27.2010733,-109.4527983,25/11/2017,01:52:19
-27.2010767,-109.45283,25/11/2017,01:56:34
-27.2007233,-109.45264,25/11/2017,02:00:50
-27.201045,-109.45276,25/11/2017,02:05:09
-27.20111,-109.4528083,25/11/2017,02:09:29
-27.2012433,-109.4530917,25/11/2017,02:13:47
-27.2010433,-109.45279,25/11/2017,02:18:05
-27.2011733,-109.4529067,25/11/2017,02:22:23
-27.2011533,-109.452905,25/11/2017,02:26:45
-27.20104,-109.4528483,25/11/2017,02:31:15
-27.200435,-109.4520533,25/11/2017,02:35:46
-27.2007317,-109.4523817,25/11/2017,02:40:17
-27.2010683,-109.4528367,25/11/2017,02:44:55
-27.2011083,-109.4530267,25/11/2017,02:49:09
-27.20108,-109.4528567,25/11/2017,02:53:29
-27.2009367,-109.4528017,25/11/2017,02:57:47
-27.2010783,-109.4528367,25/11/2017,03:02:12
-27.2012033,-109.4531567,25/11/2017,03:06:35
-27.2010167,-109.4531733,25/11/2017,03:11:01
-27.2011333,-109.452815,25/11/2017,03:15:21
-27.201115,-109.4528967,25/11/2017,03:19:43
-27.201465,-109.4528717,25/11/2017,03:23:59
-27.2017767,-109.4529283,25/11/2017,03:28:21
-27.2011917,-109.45281,25/11/2017,03:32:43
-27.2011733,-109.452805,25/11/2017,03:36:57
-27.2011567,-109.4529633,25/11/2017,03:41:20
-27.201135,-109.4529717,25/11/2017,03:45:38
-27.2011517,-109.45296,25/11/2017,03:50:02
-27.20136,-109.4530533,25/11/2017,03:54:26
-27.2011,-109.4529117,25/11/2017,03:58:46
-27.2010667,-109.4528033,25/11/2017,04:03:24
-27.201075,-109.4528167,25/11/2017,04:07:41
-27.2010883,-109.4528217,25/11/2017,04:11:58
-27.2010917,-109.452825,25/11/2017,04:16:15
-27.20109,-109.452775,25/11/2017,04:20:32
-27.2010817,-109.4528083,25/11/2017,04:24:51
-27.2010633,-109.4528267,25/11/2017,04:29:09
-27.2010867,-109.4528433,25/11/2017,04:33:26
-27.2012867,-109.4529217,25/11/2017,04:37:45
-27.2010583,-109.4528517,25/11/2017,04:42:03
-27.201085,-109.4528517,25/11/2017,04:46:26
-27.2010917,-109.4528467,25/11/2017,04:50:44
-27.2012867,-109.4529933,25/11/2017,04:55:02
-27.20111,-109.45283,25/11/2017,04:59:22
-27.201065,-109.4528183,25/11/2017,05:03:40
-27.201025,-109.4528433,25/11/2017,05:07:58
-27.2010383,-109.4528267,25/11/2017,05:12:18
-27.2011833,-109.4530933,25/11/2017,05:16:33
-27.2010217,-109.4528217,25/11/2017,05:20:50
-27.2008833,-109.4525883,25/11/2017,05:25:09
-27.2010383,-109.4528617,25/11/2017,05:29:28
-27.2010533,-109.4528433,25/11/2017,05:33:48
-27.2010533,-109.4528117,25/11/2017,05:37:50
-27.201005,-109.4529117,25/11/2017,05:41:54
-27.2010467,-109.452825,25/11/2017,05:45:58
-27.2010467,-109.4528233,25/11/2017,05:50:07
-27.201055,-109.4528783,25/11/2017,05:54:19
-27.2010083,-109.4527817,25/11/2017,05:58:31
-27.2010583,-109.4528867,25/11/2017,06:02:43
-27.2010467,-109.45286,25/11/2017,06:06:55
-27.201055,-109.452895,25/11/2017,06:11:07
-27.2009733,-109.4527,25/11/2017,06:15:19
-27.201035,-109.4528117,25/11/2017,06:19:27
-27.201,-109.4526933,25/11/2017,06:23:37
-27.2010433,-109.4529433,25/11/2017,06:27:56
-27.2011033,-109.45276,25/11/2017,06:32:14
-27.2011,-109.4527717,25/11/2017,06:36:48
-27.201105,-109.4531883,25/11/2017,06:40:52
-27.2011383,-109.4531767,25/11/2017,06:44:55
-27.2010883,-109.4528567,25/11/2017,06:49:00
-27.2011117,-109.452835,25/11/2017,06:53:04
-27.2011917,-109.45288,25/11/2017,06:57:07
-27.20103,-109.45255,25/11/2017,07:01:14
-27.2010983,-109.4528117,25/11/2017,07:05:25
-27.2010283,-109.4526267,25/11/2017,07:09:38
-27.2005817,-109.451665,25/11/2017,07:13:49
-27.201025,-109.4527083,25/11/2017,07:17:55
-27.201,-109.4527483,25/11/2017,07:22:03
-27.2012133,-109.4529267,25/11/2017,07:26:09
-27.201145,-109.4528733,25/11/2017,07:30:14
-27.2015267,-109.45326,25/11/2017,07:34:17
-27.2010217,-109.4527167,25/11/2017,07:38:24
-27.201115,-109.4528017,25/11/2017,07:42:30
-27.200805,-109.4525517,25/11/2017,07:46:40
-27.20095,-109.4526617,25/11/2017,07:50:48
-27.2012367,-109.4528667,25/11/2017,07:54:55
-27.2008033,-109.452615,25/11/2017,07:59:04
-27.2008517,-109.45259,25/11/2017,08:03:10
-27.2009367,-109.4526767,25/11/2017,08:07:15
-27.20101,-109.4527233,25/11/2017,08:11:20
-27.2007767,-109.452635,25/11/2017,08:15:23
-27.20073,-109.4526017,25/11/2017,08:19:26
-27.200955,-109.4527317,25/11/2017,08:23:29
-27.2010383,-109.4526917,25/11/2017,08:27:32
-27.2009917,-109.4527267,25/11/2017,08:31:37
-27.2010317,-109.4527633,25/11/2017,08:35:45
-27.2009767,-109.4527467,25/11/2017,08:39:51
-27.2008267,-109.4528,25/11/2017,08:43:56
-27.200985,-109.4527517,25/11/2017,08:48:06
-27.2009983,-109.4527383,25/11/2017,08:52:18
-27.2010367,-109.4527583,25/11/2017,08:56:26
-27.2009883,-109.452715,25/11/2017,09:00:31
-27.20092,-109.4527417,25/11/2017,09:04:36
-27.2009333,-109.4527567,25/11/2017,09:08:42
-27.2010117,-109.45276,25/11/2017,09:12:48
-27.2009917,-109.4527417,25/11/2017,09:16:58
-27.20103,-109.452705,25/11/2017,09:21:09
-27.2011283,-109.4526983,25/11/2017,09:25:20
-27.201125,-109.4526767,25/11/2017,09:29:32
-27.201095,-109.4526867,25/11/2017,09:33:44
-27.2010433,-109.45265,25/11/2017,09:38:00
-27.2011033,-109.45276,25/11/2017,09:42:31
-27.201015,-109.4527833,25/11/2017,09:46:35
-27.2009917,-109.4528367,25/11/2017,09:50:39
-27.2009983,-109.4527917,25/11/2017,09:54:42
-27.2010833,-109.452775,25/11/2017,09:58:46
-27.2011,-109.4527817,25/11/2017,10:02:51
-27.2009233,-109.4527617,25/11/2017,10:06:55
-27.2010533,-109.45277,25/11/2017,10:10:59
-27.2010983,-109.4527733,25/11/2017,10:15:03
-27.2010717,-109.4528483,25/11/2017,10:19:07
-27.2010567,-109.452845,25/11/2017,10:23:11
-27.2010683,-109.4528367,25/11/2017,10:27:15
-27.201075,-109.45287,25/11/2017,10:31:20
-27.201055,-109.4528883,25/11/2017,10:35:24
-27.2010667,-109.4526167,25/11/2017,10:39:26
-27.20097,-109.45288,25/11/2017,10:43:29
-27.2011133,-109.4527517,25/11/2017,10:47:32
-27.201055,-109.45281,25/11/2017,10:51:35
-27.201005,-109.45286,25/11/2017,10:55:39
-27.2012017,-109.4525967,25/11/2017,10:59:43
-27.2010717,-109.452835,25/11/2017,11:03:46
-27.2008717,-109.453025,25/11/2017,11:07:50
-27.2011517,-109.4529067,25/11/2017,11:11:53
-27.20104,-109.4528483,25/11/2017,11:15:56
-27.201065,-109.4528517,25/11/2017,11:19:59
-27.201095,-109.4527367,25/11/2017,11:24:06
-27.2011083,-109.4527867,25/11/2017,11:28:15
-27.201205,-109.45289,25/11/2017,11:32:26
-27.201285,-109.4530917,25/11/2017,11:36:37
-27.20103,-109.4527983,25/11/2017,11:40:40
-27.2014967,-109.4523667,25/11/2017,11:44:55
-27.201135,-109.452845,25/11/2017,11:49:08
-27.2012017,-109.4527883,25/11/2017,11:53:20
-27.2011567,-109.452845,25/11/2017,11:57:32
-27.201211700000002,-109.45277,25/11/2017,12:01:44
-27.2016667,-109.4515267,25/11/2017,12:05:55
-27.2013633,-109.4524417,25/11/2017,12:10:11
-27.2012317,-109.452725,25/11/2017,12:14:33
-27.2011917,-109.4525183,25/11/2017,12:18:47
-27.2011517,-109.4526783,25/11/2017,12:23:13
-27.20106,-109.452895,25/11/2017,12:27:37
-27.2011083,-109.4528183,25/11/2017,12:32:01
-27.2011117,-109.4527883,25/11/2017,12:36:05
-27.2010683,-109.452765,25/11/2017,12:40:12
-27.2011117,-109.4527983,25/11/2017,12:44:17
-27.2011017,-109.4527483,25/11/2017,12:48:20
-27.2011717,-109.45319,25/11/2017,12:52:26
-27.200995,-109.4527133,25/11/2017,12:56:30
-27.200935,-109.4526333,25/11/2017,13:00:35
-27.2003633,-109.4523083,25/11/2017,13:04:49
-27.2003733,-109.4520883,25/11/2017,13:09:01
-27.200995,-109.45277,25/11/2017,13:13:05
-27.20044,-109.4521817,25/11/2017,13:17:20
-27.2010733,-109.4527483,25/11/2017,13:21:24
-27.208295,-109.4540533,25/11/2017,13:25:28
-27.2179617,-109.4491283,25/11/2017,13:29:32
-27.2336917,-109.4423433,25/11/2017,13:33:35
-27.2524817,-109.4322083,25/11/2017,13:37:38
-27.270875,-109.4287233,25/11/2017,13:41:41
-27.2750583,-109.42854,25/11/2017,13:45:44
-27.296145,-109.4194567,25/11/2017,13:49:48
-27.3070133,-109.410085,25/11/2017,13:53:51
-27.3187067,-109.4007917,25/11/2017,13:57:54
-27.3222,-109.3808533,25/11/2017,14:01:57
-27.323665,-109.3772067,25/11/2017,14:06:01
-27.3236117,-109.3780383,25/11/2017,14:10:08
-27.3244233,-109.3792017,25/11/2017,14:14:12
-27.319575,-109.3837567,25/11/2017,14:18:15
-27.287665,-109.4017667,25/11/2017,14:22:18
-27.2565017,-109.42134,25/11/2017,14:26:21
-27.2240983,-109.4425467,25/11/2017,14:30:25
-27.2011533,-109.452875,25/11/2017,14:34:37
-27.2013033,-109.45315,25/11/2017,14:38:41
-27.201165,-109.45289,25/11/2017,14:42:55
-27.2011017,-109.4528333,25/11/2017,14:47:13
-27.2011583,-109.4528567,25/11/2017,14:51:21
-27.20126,-109.453065,25/11/2017,14:55:38
-27.2012517,-109.4531817,25/11/2017,14:59:47
-27.2012533,-109.4532367,25/11/2017,15:04:02
-27.2010983,-109.4530717,25/11/2017,15:08:08
-27.201115,-109.4529517,25/11/2017,15:12:25
-27.20112,-109.4528667,25/11/2017,15:16:36
-27.2011867,-109.45299,25/11/2017,15:20:49
-27.2011217,-109.452865,25/11/2017,15:25:12
-27.2011017,-109.4528333,25/11/2017,15:29:29
-27.2011033,-109.4528567,25/11/2017,15:34:00
-27.201125,-109.4528917,25/11/2017,15:38:04
-27.2011317,-109.452825,25/11/2017,15:42:08
-27.2011917,-109.45291,25/11/2017,15:46:12
-27.201115,-109.45285,25/11/2017,15:50:16
