ID	 Latitude	 Longitude	DateGMT	TimeGMT
T57	-27.200861	-109.4533	02/11/2017	17:50:49
T57	-27.200998	-109.453171	02/11/2017	17:50:58
T57	-27.200975	-109.453072	02/11/2017	17:51:03
T57	-27.200953	-109.453072	02/11/2017	17:55:11
T57	-27.20104	-109.453094	02/11/2017	17:59:20
T57	-27.201031	-109.453087	02/11/2017	18:03:26
T57	-27.200994	-109.453087	02/11/2017	18:07:33
T57	-27.200977	-109.453079	02/11/2017	18:11:40
T57	-27.201036	-109.45311	02/11/2017	18:15:47
T57	-27.201008	-109.453102	02/11/2017	18:19:54
T57	-27.201059	-109.453094	02/11/2017	18:24:02
T57	-27.201036	-109.453087	02/11/2017	18:28:10
T57	-27.201035	-109.453102	02/11/2017	18:32:17
T57	-27.201035	-109.45311	02/11/2017	18:36:24
T57	-27.201019	-109.453079	02/11/2017	18:40:31
T57	-27.200989	-109.453102	02/11/2017	18:44:38
T57	-27.201059	-109.453102	02/11/2017	18:48:45
T57	-27.201067	-109.453094	02/11/2017	18:52:52
T57	-27.201015	-109.453094	02/11/2017	18:57:00
T57	-27.201139	-109.453003	02/11/2017	19:01:09
T57	-27.201178	-109.45298	02/11/2017	19:05:14
T57	-27.20118	-109.45298	02/11/2017	19:09:19
T57	-27.201088	-109.453072	02/11/2017	19:13:24
T57	-27.201094	-109.453049	02/11/2017	19:17:29
T57	-27.201056	-109.453094	02/11/2017	19:21:32
T57	-27.201025	-109.453117	02/11/2017	19:25:35
T57	-27.201056	-109.453133	02/11/2017	19:29:38
T57	-27.200979	-109.453163	02/11/2017	19:33:41
T57	-27.200974	-109.453163	02/11/2017	19:37:44
T57	-27.200974	-109.453156	02/11/2017	19:41:47
T57	-27.201023	-109.45314	02/11/2017	19:45:50
T57	-27.201067	-109.45314	02/11/2017	19:49:53
T57	-27.201052	-109.453239	02/11/2017	19:53:55
T57	-27.20101	-109.45314	02/11/2017	19:57:58
T57	-27.200945	-109.453171	02/11/2017	20:02:02
T57	-27.200933	-109.453171	02/11/2017	20:06:05
T57	-27.200949	-109.453171	02/11/2017	20:10:08
T57	-27.200935	-109.453171	02/11/2017	20:14:12
T57	-27.200953	-109.453201	02/11/2017	20:18:13
T57	-27.200884	-109.453079	02/11/2017	20:22:15
T57	-27.200909	-109.453049	02/11/2017	20:26:17
T57	-27.200869	-109.45311	02/11/2017	20:30:20
T57	-27.200811	-109.45314	02/11/2017	20:34:22
T57	-27.200836	-109.453171	02/11/2017	20:38:24
T57	-27.200891	-109.453087	02/11/2017	20:42:27
T57	-27.200863	-109.45314	02/11/2017	20:46:29
T57	-27.200916	-109.453239	02/11/2017	20:50:32
T57	-27.200773	-109.45314	02/11/2017	20:54:33
T57	-27.200777	-109.453163	02/11/2017	20:58:35
T57	-27.200821	-109.453148	02/11/2017	21:02:37
T57	-27.200844	-109.453171	02/11/2017	21:06:38
T57	-27.200773	-109.453133	02/11/2017	21:10:40
T57	-27.200802	-109.453156	02/11/2017	21:14:42
T57	-27.200815	-109.453163	02/11/2017	21:18:44
T57	-27.200787	-109.453232	02/11/2017	21:22:45
T57	-27.200775	-109.453148	02/11/2017	21:26:46
T57	-27.200743	-109.453125	02/11/2017	21:30:47
T57	-27.200766	-109.453125	02/11/2017	21:34:48
T57	-27.200722	-109.453011	02/11/2017	21:38:49
T57	-27.200748	-109.453018	02/11/2017	21:42:51
T57	-27.200745	-109.453026	02/11/2017	21:46:53
T57	-27.200705	-109.453033	02/11/2017	21:50:55
T57	-27.200626	-109.453064	02/11/2017	21:54:57
T57	-27.200575	-109.453125	02/11/2017	21:58:59
T57	-27.200659	-109.453018	02/11/2017	22:03:01
T57	-27.200567	-109.452957	02/11/2017	22:07:03
T57	-27.200584	-109.453003	02/11/2017	22:11:04
T57	-27.200615	-109.453011	02/11/2017	22:15:04
T57	-27.200705	-109.45314	02/11/2017	22:19:04
T57	-27.200632	-109.453163	02/11/2017	22:23:04
T57	-27.200754	-109.453133	02/11/2017	22:27:04
T57	-27.200806	-109.452927	02/11/2017	22:31:06
T57	-27.200838	-109.452965	02/11/2017	22:35:09
T57	-27.200928	-109.452843	02/11/2017	22:39:12
T57	-27.200951	-109.452888	02/11/2017	22:43:13
T57	-27.200907	-109.453133	02/11/2017	22:47:14
T57	-27.200888	-109.453247	02/11/2017	22:51:14
T57	-27.201071	-109.45298	02/11/2017	22:55:15
T57	-27.200958	-109.453117	02/11/2017	22:59:18
T57	-27.200857	-109.453003	02/11/2017	23:03:18
T57	-27.200895	-109.453072	02/11/2017	23:07:21
T57	-27.201056	-109.453026	02/11/2017	23:11:25
T57	-27.200964	-109.453072	02/11/2017	23:15:29
T57	-27.201004	-109.453072	02/11/2017	23:19:32
T57	-27.201006	-109.453087	02/11/2017	23:23:35
T57	-27.201042	-109.453079	02/11/2017	23:27:39
T57	-27.201038	-109.453079	02/11/2017	23:31:42
T57	-27.200899	-109.453064	02/11/2017	23:35:46
T57	-27.200891	-109.453102	02/11/2017	23:39:50
T57	-27.200893	-109.453171	02/11/2017	23:43:50
T57	-27.200872	-109.453232	02/11/2017	23:48:11
T57	-27.200832	-109.453323	02/11/2017	23:52:15
T57	-27.200998	-109.452843	02/11/2017	23:56:15
T57	-27.200806	-109.453117	03/11/2017	00:00:15
T57	-27.200962	-109.452888	03/11/2017	00:04:15
T57	-27.200914	-109.45311	03/11/2017	00:08:20
T57	-27.201059	-109.453056	03/11/2017	00:12:21
T57	-27.20059	-109.453575	03/11/2017	00:16:24
T57	-27.200712	-109.45343	03/11/2017	00:20:24
T57	-27.200615	-109.453522	03/11/2017	00:24:27
T57	-27.200651	-109.453453	03/11/2017	00:28:27
T57	-27.20064	-109.453529	03/11/2017	00:32:27
T57	-27.200506	-109.453621	03/11/2017	00:36:27
T57	-27.200569	-109.453545	03/11/2017	00:40:27
T57	-27.200556	-109.453506	03/11/2017	00:44:27
T57	-27.200502	-109.45356	03/11/2017	00:48:27
T57	-27.20046	-109.453629	03/11/2017	00:52:27
T57	-27.200455	-109.453667	03/11/2017	00:56:27
T57	-27.200411	-109.453903	03/11/2017	01:00:27
T57	-27.200453	-109.453789	03/11/2017	01:04:27
T57	-27.200357	-109.453972	03/11/2017	01:08:27
T57	-27.200417	-109.453796	03/11/2017	01:12:29
T57	-27.200399	-109.453751	03/11/2017	01:16:29
T57	-27.200451	-109.45372	03/11/2017	01:20:29
T57	-27.200377	-109.453789	03/11/2017	01:24:30
T57	-27.200365	-109.453743	03/11/2017	01:28:32
T57	-27.200615	-109.453621	03/11/2017	01:32:32
T57	-27.200584	-109.453552	03/11/2017	01:36:32
T57	-27.200661	-109.453484	03/11/2017	01:40:32
T57	-27.20064	-109.453461	03/11/2017	01:44:32
T57	-27.200575	-109.4534	03/11/2017	01:48:32
T57	-27.200766	-109.453438	03/11/2017	01:52:32
T57	-27.200842	-109.453423	03/11/2017	01:56:32
T57	-27.200638	-109.453369	03/11/2017	02:00:32
T57	-27.200497	-109.453384	03/11/2017	02:04:33
T57	-27.200623	-109.453362	03/11/2017	02:08:36
T57	-27.200813	-109.453445	03/11/2017	02:12:57
T57	-27.200832	-109.453445	03/11/2017	02:17:18
T57	-27.200834	-109.453468	03/11/2017	02:21:40
T57	-27.201056	-109.453171	03/11/2017	02:26:30
T57	-27.201073	-109.453171	03/11/2017	02:31:29
T57	-27.201075	-109.453186	03/11/2017	02:35:29
T57	-27.201067	-109.453186	03/11/2017	02:39:29
T57	-27.201069	-109.453178	03/11/2017	02:43:29
T57	-27.201071	-109.453178	03/11/2017	02:47:29
T57	-27.201065	-109.453186	03/11/2017	02:51:29
T57	-27.201073	-109.453178	03/11/2017	02:55:29
T57	-27.201086	-109.453171	03/11/2017	02:59:29
T57	-27.201061	-109.453178	03/11/2017	03:03:29
T57	-27.201077	-109.453171	03/11/2017	03:07:30
T57	-27.201065	-109.453148	03/11/2017	03:11:30
T57	-27.201061	-109.453125	03/11/2017	03:15:29
T57	-27.201057	-109.45314	03/11/2017	03:19:29
T57	-27.201061	-109.453133	03/11/2017	03:23:29
T57	-27.201086	-109.453163	03/11/2017	03:27:29
T57	-27.201069	-109.453163	03/11/2017	03:31:29
T57	-27.201065	-109.453148	03/11/2017	03:35:29
T57	-27.201056	-109.453148	03/11/2017	03:39:29
T57	-27.201063	-109.453133	03/11/2017	03:43:29
T57	-27.201059	-109.453156	03/11/2017	03:47:30
T57	-27.201048	-109.453148	03/11/2017	03:51:31
T57	-27.201057	-109.453156	03/11/2017	03:55:31
T57	-27.201069	-109.453163	03/11/2017	03:59:31
T57	-27.201061	-109.453163	03/11/2017	04:03:31
T57	-27.201086	-109.453194	03/11/2017	04:07:32
T57	-27.201086	-109.453209	03/11/2017	04:11:33
T57	-27.201088	-109.453201	03/11/2017	04:15:35
T57	-27.201094	-109.453209	03/11/2017	04:19:36
T57	-27.201057	-109.453194	03/11/2017	04:23:38
T57	-27.201082	-109.453186	03/11/2017	04:27:38
T57	-27.201084	-109.453209	03/11/2017	04:31:39
T57	-27.201075	-109.453186	03/11/2017	04:35:39
T57	-27.201057	-109.453171	03/11/2017	04:39:39
T57	-27.20109	-109.453186	03/11/2017	04:43:39
T57	-27.20104	-109.453133	03/11/2017	04:47:39
T57	-27.201094	-109.453209	03/11/2017	04:51:39
T57	-27.201113	-109.453217	03/11/2017	04:55:39
T57	-27.201231	-109.453506	03/11/2017	04:59:41
T57	-27.201395	-109.452957	03/11/2017	05:03:49
T57	-27.201548	-109.45266	03/11/2017	05:07:59
T57	-27.201536	-109.452682	03/11/2017	05:12:08
T57	-27.201555	-109.45266	03/11/2017	05:16:18
T57	-27.201527	-109.45266	03/11/2017	05:20:29
T57	-27.201546	-109.452675	03/11/2017	05:24:38
T57	-27.201557	-109.452675	03/11/2017	05:28:48
T57	-27.201454	-109.452576	03/11/2017	05:32:58
T57	-27.20146	-109.452599	03/11/2017	05:37:06
T57	-27.201361	-109.452774	03/11/2017	05:41:27
T57	-27.201361	-109.452789	03/11/2017	05:45:49
T57	-27.201374	-109.452812	03/11/2017	05:50:50
T57	-27.200737	-109.453468	03/11/2017	05:55:55
T57	-27.201292	-109.452271	03/11/2017	06:00:04
T57	-27.201292	-109.452156	03/11/2017	06:04:12
T57	-27.200781	-109.453308	03/11/2017	06:08:20
T57	-27.20113	-109.452324	03/11/2017	06:12:30
T57	-27.200825	-109.453094	03/11/2017	06:16:38
T57	-27.200579	-109.45369	03/11/2017	06:20:44
T57	-27.201244	-109.453156	03/11/2017	06:24:51
T57	-27.201357	-109.453117	03/11/2017	06:28:58
T57	-27.200693	-109.453568	03/11/2017	06:33:04
T57	-27.200672	-109.453545	03/11/2017	06:37:09
T57	-27.200548	-109.453712	03/11/2017	06:41:15
T57	-27.200743	-109.453461	03/11/2017	06:45:15
T57	-27.20051	-109.453728	03/11/2017	06:49:23
T57	-27.200516	-109.453712	03/11/2017	06:53:33
T57	-27.200481	-109.453751	03/11/2017	06:57:44
T57	-27.201067	-109.453178	03/11/2017	07:02:20
T57	-27.201088	-109.453186	03/11/2017	07:07:04
T57	-27.201099	-109.453178	03/11/2017	07:11:04
T57	-27.201084	-109.453178	03/11/2017	07:15:04
T57	-27.201092	-109.453201	03/11/2017	07:19:04
T57	-27.201078	-109.453209	03/11/2017	07:23:04
T57	-27.201094	-109.453201	03/11/2017	07:27:04
T57	-27.201073	-109.453201	03/11/2017	07:31:04
T57	-27.201075	-109.453201	03/11/2017	07:35:04
T57	-27.201073	-109.453209	03/11/2017	07:39:04
T57	-27.201092	-109.453201	03/11/2017	07:43:04
T57	-27.201084	-109.453194	03/11/2017	07:47:04
T57	-27.201057	-109.453239	03/11/2017	07:51:04
T57	-27.201094	-109.453194	03/11/2017	07:55:04
T57	-27.201065	-109.453209	03/11/2017	07:59:04
T57	-27.201092	-109.453186	03/11/2017	08:03:04
T57	-27.201078	-109.453201	03/11/2017	08:07:04
T57	-27.201092	-109.453186	03/11/2017	08:11:04
T57	-27.201088	-109.453186	03/11/2017	08:15:04
T57	-27.201099	-109.453171	03/11/2017	08:19:04
T57	-27.201109	-109.453163	03/11/2017	08:23:04
T57	-27.201113	-109.45314	03/11/2017	08:27:05
T57	-27.201122	-109.453156	03/11/2017	08:31:06
T57	-27.201124	-109.45314	03/11/2017	08:35:07
T57	-27.201092	-109.453171	03/11/2017	08:39:09
T57	-27.201096	-109.453156	03/11/2017	08:43:11
T57	-27.201101	-109.453133	03/11/2017	08:47:13
T57	-27.201096	-109.45314	03/11/2017	08:51:15
T57	-27.201099	-109.453125	03/11/2017	08:55:18
T57	-27.20109	-109.453148	03/11/2017	08:59:21
T57	-27.201101	-109.453102	03/11/2017	09:03:25
T57	-27.201105	-109.453094	03/11/2017	09:07:29
T57	-27.201067	-109.453148	03/11/2017	09:11:33
